age,education,job,marital,salary,balance,loan,response
49.0,secondary,blue-collar,married,20000,-327,no,no
34.0,secondary,services,married,70000,-99,yes,no
33.0,secondary,blue-collar,married,20000,478,no,no
28.0,secondary,technician,single,60000,618,no,no
51.0,tertiary,services,married,70000,218,no,no
59.0,tertiary,management,divorced,100000,-23,no,no
28.0,secondary,technician,married,60000,7449,no,no
31.0,secondary,technician,single,60000,1626,no,no
30.0,tertiary,management,single,100000,492,no,no
53.0,tertiary,technician,single,60000,757,no,no
47.0,primary,blue-collar,divorced,20000,223,no,no
56.0,unknown,blue-collar,married,20000,982,yes,no
44.0,tertiary,management,married,100000,430,no,no
31.0,secondary,management,single,100000,202,no,no
32.0,primary,blue-collar,single,20000,216,no,no
43.0,secondary,blue-collar,divorced,20000,-91,yes,no
51.0,secondary,services,married,70000,753,no,no
23.0,unknown,technician,single,60000,231,no,no
31.0,tertiary,entrepreneur,single,120000,734,no,no
36.0,secondary,admin.,single,50000,9,no,no
40.0,secondary,unemployed,divorced,8000,193,no,no
28.0,primary,blue-collar,single,20000,553,no,no
24.0,secondary,technician,single,60000,1371,yes,no
53.0,unknown,blue-collar,single,20000,160,no,no
44.0,primary,services,married,70000,2386,no,no
37.0,tertiary,management,divorced,100000,-1,yes,no
25.0,primary,blue-collar,single,20000,758,no,no
25.0,tertiary,student,single,4000,0,no,no
50.0,secondary,self-employed,single,60000,766,no,no
29.0,tertiary,technician,single,60000,0,no,yes
48.0,secondary,admin.,married,50000,368,no,no
36.0,primary,blue-collar,married,20000,441,no,no
43.0,tertiary,management,married,100000,1429,no,yes
31.0,tertiary,management,single,100000,0,no,no
38.0,primary,services,married,70000,0,yes,no
27.0,tertiary,management,single,100000,405,no,no
36.0,tertiary,management,single,100000,243,no,no
53.0,secondary,admin.,divorced,50000,26,no,no
40.0,secondary,blue-collar,married,20000,356,yes,no
31.0,secondary,admin.,single,50000,0,no,yes
53.0,secondary,entrepreneur,married,120000,162,no,no
45.0,secondary,blue-collar,married,20000,54,no,no
48.0,secondary,management,divorced,100000,122,no,no
57.0,secondary,technician,married,60000,1753,no,no
43.0,unknown,blue-collar,married,20000,175,no,no
45.0,primary,blue-collar,married,20000,956,no,no
26.0,secondary,blue-collar,single,20000,311,no,yes
30.0,secondary,admin.,single,50000,239,no,no
24.0,tertiary,management,single,100000,1085,yes,no
42.0,secondary,admin.,single,50000,2790,no,no
27.0,secondary,blue-collar,single,20000,4,no,no
35.0,secondary,blue-collar,single,20000,142,no,no
34.0,tertiary,unemployed,divorced,8000,530,no,no
32.0,secondary,entrepreneur,married,120000,-25,no,no
46.0,secondary,blue-collar,married,20000,4646,no,no
38.0,tertiary,self-employed,divorced,60000,1513,no,no
47.0,tertiary,entrepreneur,single,120000,77,yes,no
47.0,tertiary,management,married,100000,618,no,no
58.0,tertiary,management,married,100000,246,no,no
28.0,secondary,admin.,married,50000,-393,yes,no
38.0,unknown,management,married,100000,546,no,no
27.0,secondary,student,single,4000,8366,no,no
43.0,secondary,unknown,married,0,703,no,no
28.0,secondary,admin.,single,50000,697,no,no
52.0,tertiary,management,married,100000,-1224,no,no
36.0,secondary,admin.,divorced,50000,181,no,no
26.0,secondary,services,single,70000,5533,no,no
42.0,primary,blue-collar,divorced,20000,78,no,no
28.0,tertiary,self-employed,single,60000,270,no,no
35.0,primary,blue-collar,married,20000,1033,no,no
50.0,primary,blue-collar,married,20000,162,no,no
27.0,secondary,services,single,70000,814,no,no
43.0,tertiary,management,married,100000,0,no,no
29.0,tertiary,management,married,100000,2417,no,no
28.0,secondary,technician,single,60000,417,yes,no
37.0,tertiary,management,married,100000,19,no,no
33.0,secondary,technician,divorced,60000,2,no,no
56.0,secondary,technician,married,60000,264,yes,no
41.0,secondary,blue-collar,married,20000,424,no,no
33.0,secondary,admin.,married,50000,543,no,no
28.0,tertiary,self-employed,single,60000,75,no,no
54.0,secondary,blue-collar,divorced,20000,1145,no,no
24.0,secondary,technician,married,60000,432,no,no
39.0,secondary,technician,divorced,60000,411,no,no
36.0,secondary,housemaid,married,16000,556,no,no
33.0,primary,services,married,70000,0,no,no
46.0,tertiary,entrepreneur,married,120000,193,no,no
42.0,primary,blue-collar,married,20000,0,yes,no
38.0,secondary,technician,married,60000,2000,no,no
34.0,secondary,admin.,married,50000,48,no,yes
34.0,secondary,technician,single,60000,105,no,no
27.0,secondary,blue-collar,single,20000,-717,yes,no
31.0,secondary,admin.,married,50000,799,no,no
35.0,secondary,admin.,divorced,50000,0,no,no
31.0,unknown,technician,single,60000,460,no,no
23.0,tertiary,housemaid,married,16000,66,no,yes
26.0,secondary,housemaid,married,16000,13,no,no
31.0,tertiary,unemployed,single,8000,140,no,no
51.0,tertiary,management,married,100000,1854,yes,no
53.0,primary,blue-collar,married,20000,2144,no,no
49.0,primary,blue-collar,single,20000,2146,no,yes
56.0,tertiary,entrepreneur,married,120000,16125,no,no
38.0,tertiary,admin.,divorced,50000,2801,yes,no
39.0,secondary,blue-collar,married,20000,660,yes,no
38.0,primary,blue-collar,single,20000,0,no,no
57.0,secondary,services,married,70000,1577,no,no
33.0,primary,blue-collar,married,20000,50,no,no
29.0,secondary,blue-collar,married,20000,-20,no,no
31.0,secondary,blue-collar,married,20000,1664,no,no
44.0,tertiary,self-employed,married,60000,11757,no,no
37.0,secondary,unemployed,single,8000,490,yes,no
38.0,secondary,blue-collar,divorced,20000,595,no,no
43.0,secondary,blue-collar,married,20000,1255,yes,no
41.0,secondary,technician,divorced,60000,348,no,no
28.0,secondary,admin.,single,50000,-181,yes,no
32.0,secondary,blue-collar,single,20000,567,no,no
32.0,tertiary,management,divorced,100000,-277,no,no
33.0,secondary,technician,single,60000,5214,no,no
42.0,secondary,unemployed,married,8000,356,no,yes
37.0,secondary,blue-collar,married,20000,740,no,no
55.0,secondary,retired,married,55000,1,no,no
32.0,tertiary,entrepreneur,married,120000,0,no,no
50.0,tertiary,management,married,100000,1174,no,no
45.0,secondary,technician,married,60000,1240,no,no
32.0,tertiary,technician,single,60000,2626,yes,no
32.0,tertiary,blue-collar,single,20000,3014,no,no
40.0,secondary,admin.,married,50000,168,no,no
38.0,unknown,entrepreneur,married,120000,1134,no,no
29.0,tertiary,management,married,100000,991,no,no
32.0,secondary,admin.,married,50000,203,yes,no
36.0,tertiary,management,divorced,100000,-252,no,no
55.0,tertiary,management,divorced,100000,608,no,no
37.0,tertiary,management,married,100000,591,no,no
39.0,secondary,services,single,70000,1163,no,no
59.0,secondary,retired,married,55000,417,no,no
39.0,secondary,blue-collar,married,20000,62,no,yes
33.0,secondary,technician,married,60000,348,no,no
31.0,secondary,services,single,70000,1192,no,no
24.0,secondary,services,single,70000,638,yes,yes
36.0,secondary,technician,married,60000,197,no,no
46.0,secondary,technician,divorced,60000,-154,no,no
30.0,tertiary,technician,single,60000,3086,no,no
43.0,secondary,services,single,70000,37,no,no
33.0,tertiary,technician,divorced,60000,2558,no,no
45.0,secondary,admin.,married,50000,-106,yes,yes
35.0,secondary,blue-collar,married,20000,848,no,no
29.0,tertiary,self-employed,married,60000,0,no,no
33.0,secondary,blue-collar,married,20000,1221,no,no
27.0,secondary,technician,married,60000,130,no,no
27.0,tertiary,housemaid,single,16000,979,no,no
32.0,secondary,blue-collar,married,20000,2263,no,no
45.0,secondary,services,divorced,70000,608,yes,yes
32.0,secondary,services,single,70000,1274,no,no
48.0,tertiary,management,married,100000,60,no,no
32.0,secondary,admin.,single,50000,626,no,no
30.0,tertiary,management,married,100000,86,yes,no
32.0,unknown,admin.,married,50000,516,no,no
43.0,secondary,admin.,divorced,50000,146,no,no
33.0,secondary,blue-collar,married,20000,0,no,no
52.0,tertiary,management,married,100000,0,yes,no
58.0,tertiary,entrepreneur,single,120000,229,no,no
37.0,secondary,blue-collar,married,20000,-158,yes,no
59.0,primary,management,married,100000,0,no,no
57.0,secondary,technician,married,60000,3071,yes,no
39.0,secondary,technician,divorced,60000,291,no,yes
44.0,tertiary,management,divorced,100000,0,no,no
25.0,secondary,self-employed,single,60000,933,no,no
43.0,primary,blue-collar,married,20000,823,no,no
24.0,secondary,technician,single,60000,-540,no,no
25.0,tertiary,technician,divorced,60000,2317,no,no
33.0,secondary,services,married,70000,0,yes,no
46.0,primary,retired,married,55000,-35,no,no
50.0,secondary,blue-collar,married,20000,26,no,no
38.0,tertiary,services,married,70000,563,no,no
33.0,secondary,technician,divorced,60000,0,no,no
26.0,secondary,student,single,4000,279,no,no
39.0,tertiary,admin.,married,50000,464,no,no
22.0,secondary,student,single,4000,252,no,no
45.0,secondary,blue-collar,divorced,20000,-184,no,yes
39.0,secondary,services,single,70000,403,no,yes
46.0,secondary,technician,married,60000,-408,yes,no
51.0,unknown,blue-collar,married,20000,0,no,no
53.0,secondary,blue-collar,married,20000,0,no,no
35.0,secondary,blue-collar,married,20000,1615,no,no
34.0,secondary,admin.,divorced,50000,0,no,no
27.0,secondary,blue-collar,married,20000,-584,no,no
49.0,tertiary,management,married,100000,734,no,no
54.0,secondary,blue-collar,married,20000,1223,no,no
52.0,tertiary,management,married,100000,249,yes,no
27.0,secondary,blue-collar,single,20000,185,no,no
41.0,tertiary,management,married,100000,11103,no,no
37.0,secondary,blue-collar,married,20000,140,yes,no
28.0,secondary,admin.,single,50000,26,no,no
39.0,secondary,blue-collar,single,20000,0,no,no
45.0,secondary,technician,divorced,60000,3271,no,no
36.0,secondary,blue-collar,married,20000,195,yes,no
33.0,secondary,technician,single,60000,781,no,no
32.0,tertiary,technician,single,60000,1849,no,no
34.0,primary,blue-collar,single,20000,279,no,no
29.0,secondary,technician,single,60000,281,no,no
26.0,secondary,technician,married,60000,518,no,no
28.0,secondary,services,single,70000,805,no,no
29.0,tertiary,management,married,100000,202,no,no
49.0,primary,blue-collar,married,20000,762,no,no
47.0,secondary,services,married,70000,1269,no,no
38.0,secondary,blue-collar,married,20000,117,no,no
40.0,unknown,admin.,divorced,50000,64,no,no
43.0,secondary,blue-collar,married,20000,232,no,no
37.0,secondary,services,married,70000,4760,no,no
47.0,secondary,blue-collar,divorced,20000,169,no,no
36.0,primary,services,divorced,70000,418,no,no
35.0,tertiary,management,married,100000,247,no,no
44.0,secondary,technician,married,60000,135,no,no
40.0,secondary,admin.,divorced,50000,-607,no,no
43.0,tertiary,management,married,100000,9,no,no
42.0,primary,entrepreneur,married,120000,319,no,no
37.0,primary,blue-collar,married,20000,0,no,no
57.0,tertiary,management,divorced,100000,52,no,no
29.0,secondary,admin.,married,50000,500,no,no
34.0,secondary,unemployed,married,8000,1243,yes,no
56.0,secondary,blue-collar,married,20000,1255,no,no
25.0,secondary,technician,single,60000,50,no,no
39.0,secondary,admin.,single,50000,2345,no,yes
50.0,tertiary,management,married,100000,400,no,no
33.0,primary,blue-collar,married,20000,245,yes,no
43.0,secondary,blue-collar,married,20000,0,no,no
31.0,tertiary,management,married,100000,-181,no,no
39.0,secondary,admin.,single,50000,2749,no,no
44.0,primary,entrepreneur,married,120000,5039,no,no
42.0,primary,blue-collar,married,20000,608,no,no
31.0,unknown,self-employed,single,60000,7118,no,no
34.0,secondary,unemployed,single,8000,233,no,no
57.0,secondary,retired,divorced,55000,1029,no,no
37.0,primary,blue-collar,married,20000,120,no,no
41.0,secondary,blue-collar,married,20000,2039,no,yes
42.0,tertiary,management,divorced,100000,357,no,no
29.0,secondary,admin.,divorced,50000,883,yes,no
42.0,secondary,admin.,single,50000,-149,yes,no
57.0,secondary,blue-collar,divorced,20000,75,no,no
53.0,tertiary,technician,married,60000,7,yes,no
53.0,unknown,technician,divorced,60000,629,no,no
37.0,secondary,technician,married,60000,1613,no,no
33.0,secondary,technician,single,60000,3806,no,no
48.0,tertiary,management,single,100000,0,yes,no
30.0,tertiary,management,single,100000,277,no,no
41.0,secondary,admin.,divorced,50000,639,no,no
45.0,secondary,self-employed,married,60000,264,no,no
39.0,tertiary,management,married,100000,3518,no,no
32.0,secondary,technician,married,60000,56,no,no
40.0,secondary,self-employed,married,60000,167,yes,no
57.0,secondary,services,married,70000,68,no,no
45.0,secondary,admin.,single,50000,0,no,no
45.0,secondary,services,married,70000,770,no,no
45.0,secondary,management,married,100000,458,no,no
46.0,secondary,management,married,100000,174,no,no
56.0,unknown,admin.,divorced,50000,789,no,no
56.0,secondary,technician,married,60000,2313,no,no
40.0,primary,blue-collar,divorced,20000,71,no,no
34.0,secondary,technician,married,60000,1234,no,no
38.0,primary,blue-collar,single,20000,0,yes,no
33.0,primary,blue-collar,married,20000,0,no,no
41.0,tertiary,management,married,100000,-4,no,no
43.0,secondary,blue-collar,married,20000,2,yes,no
43.0,secondary,technician,married,60000,-330,yes,no
27.0,tertiary,management,single,100000,1137,no,no
33.0,tertiary,technician,married,60000,0,no,no
33.0,secondary,technician,single,60000,220,no,no
34.0,tertiary,management,single,100000,5945,no,no
59.0,tertiary,self-employed,married,60000,6237,no,no
39.0,secondary,services,married,70000,100,no,no
42.0,primary,blue-collar,divorced,20000,28,no,no
30.0,secondary,blue-collar,married,20000,194,no,no
31.0,secondary,technician,single,60000,106,no,no
23.0,secondary,technician,single,60000,4,no,yes
49.0,tertiary,technician,married,60000,-129,no,no
40.0,secondary,admin.,divorced,50000,2679,yes,no
31.0,secondary,technician,single,60000,691,no,no
39.0,secondary,admin.,single,50000,1965,no,no
56.0,tertiary,management,married,100000,73,no,no
43.0,secondary,admin.,single,50000,979,no,no
31.0,secondary,unemployed,divorced,8000,1144,no,no
41.0,secondary,blue-collar,divorced,20000,-274,no,no
46.0,tertiary,management,married,100000,716,yes,no
32.0,secondary,unemployed,single,8000,747,no,no
34.0,tertiary,management,single,100000,220,no,no
32.0,secondary,technician,married,60000,0,no,no
55.0,secondary,services,married,70000,244,no,no
35.0,primary,blue-collar,married,20000,0,no,no
30.0,secondary,technician,married,60000,4,no,no
39.0,tertiary,management,divorced,100000,299,no,no
57.0,secondary,technician,married,60000,28,no,no
48.0,tertiary,management,divorced,100000,313,no,no
51.0,secondary,admin.,divorced,50000,74,no,no
58.0,secondary,technician,married,60000,950,no,no
36.0,secondary,admin.,single,50000,506,no,no
40.0,primary,management,single,100000,259,no,no
54.0,unknown,entrepreneur,married,120000,19,no,no
35.0,secondary,blue-collar,married,20000,156,no,no
31.0,secondary,technician,single,60000,-423,no,no
38.0,primary,entrepreneur,married,120000,350,no,no
48.0,secondary,blue-collar,married,20000,1794,yes,no
48.0,tertiary,management,divorced,100000,84,no,no
36.0,secondary,services,married,70000,-182,yes,no
31.0,secondary,blue-collar,married,20000,8,no,no
32.0,secondary,blue-collar,single,20000,259,no,no
46.0,secondary,retired,married,55000,2396,no,no
50.0,secondary,technician,married,60000,20,no,no
41.0,primary,blue-collar,married,20000,1428,yes,no
44.0,secondary,technician,married,60000,533,no,no
46.0,primary,blue-collar,married,20000,9083,no,no
39.0,secondary,blue-collar,married,20000,171,yes,no
49.0,secondary,services,married,70000,4300,yes,no
